Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Abstract Concepts,anger,intense;blind;raw;sudden;deep;boiling;righteous;suppressed;explosive;quiet
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,elephant,massive;gray;wild;endangered;gentle;trumpeting;African;charging;intelligent;majestic
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,elephant,massive;gray;wild;gentle;endangered;trumpeting;African;Asian;intelligent;majestic
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Neutral Animals,elephant,massive;wild;gentle;endangered;gray;trumpeting;trained;majestic;charging;intelligent
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Neutral Animals,elephant,massive;gray;wild;tame;endangered;intelligent;trumpeting;gentle;charging;majestic
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Neutral Animals,hamster,small;furry;playful;caged;nocturnal;tame;energetic;curious;brown;fluffy
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,hamster,small;furry;playful;caged;nocturnal;tame;active;brown;curious;quick
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,hamster,small;furry;playful;caged;nocturnal;cute;pet;active;brown;quick
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Neutral Animals,hamster,small;furry;playful;caged;nocturnal;tame;energetic;curious;fluffy;quick
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Neutral Animals,hamster,small;furry;playful;caged;nocturnal;cute;active;pet;wild;fluffy
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Neutral Animals,monkey,playful;agile;wild;mischievous;intelligent;swinging;small;captive;noisy;curious
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,monkey,playful;agile;wild;mischievous;swinging;intelligent;small;tropical;noisy;curious
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,monkey,playful;agile;wild;mischievous;swinging;intelligent;tropical;curious;furry;noisy
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Neutral Animals,monkey,playful;agile;wild;mischievous;trained;furry;intelligent;swinging;noisy;curious
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Neutral Animals,monkey,playful;agile;wild;mischievous;trained;furry;swinging;intelligent;exotic;noisy
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Neutral Animals,mouse,small;gray;timid;wild;laboratory;squeaky;fast;furry;trapped;nocturnal
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,mouse,small;gray;timid;wild;laboratory;quick;furry;squeaking;trapped;nocturnal
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,mouse,small;gray;timid;wild;computer;squeaky;pet;quick;furry;nocturnal
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Neutral Animals,mouse,small;timid;gray;wild;caged;quick;nocturnal;squeaky;furry;laboratory
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Neutral Animals,mouse,small;gray;timid;wild;pet;squeaky;furry;fast;laboratory;nocturnal
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Neutral Animals,peacock,colorful;majestic;wild;captive;strutting;noisy;elegant;rare;feathered;proud
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,peacock,colorful;majestic;wild;strutting;exotic;feathered;proud;large;noisy;beautiful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,peacock,colorful;majestic;proud;wild;feathered;exotic;strutting;beautiful;noisy;royal
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Neutral Animals,peacock,colorful;majestic;wild;strutting;exotic;feathered;proud;noisy;captive;elegant
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Neutral Animals,peacock,colorful;majestic;wild;strutting;exotic;feathered;proud;noisy;garden;royal
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Neutral Animals,rabbit,fluffy;white;wild;tame;hopping;fast;furry;small;playful;burrowing
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,rabbit,fluffy;quick;wild;domestic;hopping;small;furry;timid;white;playful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,rabbit,fluffy;quick;wild;pet;white;hopping;furry;timid;Easter;burrowing
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Neutral Animals,rabbit,fluffy;quick;wild;tame;hopping;white;furry;playful;burrowing;domestic
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Neutral Animals,rabbit,fluffy;hopping;wild;pet;fast;cute;white;burrowing;timid;furry
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Neutral Animals,shark,dangerous;great;marine;fast;predatory;gray;endangered;aggressive;solitary;massive
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,shark,fierce;large;predatory;marine;fast;endangered;gray;aggressive;solitary;powerful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,shark,fierce;great;predatory;oceanic;fast;endangered;gray;massive;aggressive;sleek
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Neutral Animals,shark,fierce;massive;predatory;gray;endangered;fast-swimming;deep-sea;aggressive;solitary;sleek
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Neutral Animals,shark,dangerous;great;marine;fast;predatory;sleek;endangered;aggressive;deep-sea;solitary
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Neutral Animals,snake,venomous;slithering;long;wild;colorful;coiled;harmless;exotic;hidden;scaled
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,snake,venomous;slithering;long;wild;coiled;colorful;harmless;exotic;scaled;dangerous
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,snake,venomous;slithering;long;coiled;wild;colorful;constrictor;dangerous;pet;elusive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Neutral Animals,snake,venomous;slithering;colorful;wild;coiled;harmless;exotic;long;patterned;constricting
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Neutral Animals,snake,venomous;slithering;wild;coiled;colorful;pet;long;dangerous;constricting;elusive
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Neutral Animals,whale,massive;blue;migrating;endangered;graceful;singing;deep-sea;playful;ancient;solitary
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,whale,massive;migratory;endangered;graceful;blue;singing;deep-sea;intelligent;ancient;playful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Neutral Animals,whale,massive;blue;migrating;endangered;singing;graceful;deep-sea;intelligent;playful;ancient
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Neutral Animals,whale,massive;migratory;endangered;singing;blue;graceful;deep-diving;ancient;playful;majestic
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Neutral Animals,whale,massive;migratory;marine;singing;endangered;graceful;deep-diving;blue;playful;ancient
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Places,city,bustling;modern;ancient;crowded;coastal;industrial;historic;sprawling;vibrant;polluted
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,city,bustling;modern;ancient;crowded;coastal;industrial;historic;sprawling;vibrant;polluted
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,city,bustling;modern;ancient;crowded;coastal;industrial;historic;sprawling;vibrant;polluted
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Places,city,bustling;modern;ancient;crowded;sprawling;historic;coastal;industrial;vibrant;polluted
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Places,city,bustling;modern;ancient;crowded;coastal;industrial;historic;sprawling;vibrant;polluted
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Places,desert,vast;sandy;arid;hot;barren;remote;windswept;golden;endless;harsh
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,desert,vast;arid;sandy;hot;barren;remote;windswept;rocky;endless;harsh
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,desert,arid;vast;sandy;hot;barren;remote;windswept;golden;harsh;expansive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Places,desert,vast;arid;sandy;scorching;remote;barren;windswept;endless;rocky;mysterious
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Places,desert,vast;sandy;arid;hot;barren;remote;windswept;golden;expansive;harsh
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Places,forest,dense;ancient;green;tropical;dark;lush;quiet;enchanted;vast;foggy
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,forest,dense;ancient;tropical;green;dark;lush;quiet;enchanted;vast;misty
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,forest,dense;ancient;tropical;green;misty;dark;enchanted;vast;deciduous;peaceful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Places,forest,dense;ancient;green;tropical;dark;lush;enchanted;quiet;vast;foggy
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Places,forest,dense;ancient;green;tropical;dark;lush;quiet;enchanted;vast;misty
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Places,island,tropical;remote;volcanic;deserted;green;rocky;inhabited;sandy;small;exotic
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,island,tropical;remote;volcanic;deserted;small;rocky;inhabited;sunny;coral;lush
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,island,tropical;remote;volcanic;sandy;deserted;lush;small;inhabited;rocky;paradise
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Places,island,tropical;remote;volcanic;deserted;rocky;lush;small;inhabited;sandy;exotic
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Places,island,tropical;remote;volcanic;sandy;deserted;inhabited;rocky;lush;small;exotic
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Places,lake,deep;clear;frozen;scenic;freshwater;calm;polluted;vast;hidden;shimmering
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,lake,deep;clear;frozen;scenic;freshwater;large;tranquil;polluted;mountain;hidden
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,lake,serene;deep;frozen;crystal-clear;vast;mountain;polluted;scenic;freshwater;tranquil
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Places,lake,serene;deep;frozen;crystal-clear;vast;polluted;scenic;freshwater;hidden;tranquil
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Places,lake,serene;deep;frozen;crystal-clear;vast;mountain;polluted;scenic;freshwater;calm
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Places,mountain,tall;snowy;rugged;ancient;volcanic;majestic;steep;remote;forested;challenging
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,mountain,towering;rugged;snowy;ancient;steep;volcanic;majestic;remote;forested;high
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,mountain,towering;rugged;snowy;majestic;volcanic;ancient;steep;remote;forested;challenging
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Places,mountain,towering;rugged;snowy;majestic;volcanic;remote;steep;ancient;forested;challenging
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Places,mountain,towering;rugged;snowy;ancient;volcanic;majestic;steep;remote;forested;high
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;endless;mysterious;warm;frigid
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,ocean,vast;deep;stormy;blue;calm;endless;salty;turbulent;mysterious;warm
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,ocean,vast;deep;stormy;blue;calm;endless;salty;turbulent;mysterious;expansive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Places,ocean,vast;deep;stormy;calm;blue;endless;turbulent;mysterious;salty;expansive
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Places,ocean,vast;deep;stormy;calm;blue;salty;endless;mysterious;turbulent;expansive
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Places,plain,vast;flat;grassy;fertile;dry;endless;open;windswept;green;barren
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,plain,vast;flat;grassy;fertile;dry;endless;open;windswept;rural;golden
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,plain,vast;flat;grassy;fertile;windswept;dry;endless;rolling;open;barren
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Places,plain,vast;flat;grassy;fertile;windswept;endless;dry;rolling;open;barren
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Places,plain,vast;flat;grassy;fertile;dry;endless;open;windswept;rural;golden
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Places,plateau,high;flat;rocky;elevated;vast;ancient;windswept;fertile;remote;scenic
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,plateau,high;flat;rocky;elevated;vast;arid;scenic;ancient;remote;rugged
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,plateau,high;flat;rocky;elevated;vast;arid;scenic;ancient;windswept;isolated
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Places,plateau,high;flat;rocky;elevated;vast;arid;scenic;ancient;windswept;remote
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Places,plateau,high;flat;rocky;elevated;vast;arid;scenic;ancient;windswept;remote
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Places,river,wide;flowing;muddy;clear;winding;frozen;swift;ancient;polluted;scenic
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,river,wide;flowing;muddy;swift;frozen;winding;clear;deep;polluted;majestic
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,river,winding;mighty;shallow;polluted;crystal-clear;fast-flowing;ancient;muddy;scenic;broad
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Places,river,winding;mighty;shallow;polluted;swift;frozen;scenic;wide;narrow;muddy
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Places,river,winding;mighty;shallow;polluted;clear;fast-flowing;ancient;scenic;frozen;wide
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Places,valley,deep;green;fertile;narrow;hidden;scenic;misty;remote;lush;dry
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,valley,deep;fertile;narrow;green;hidden;scenic;mountainous;lush;remote;peaceful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,valley,lush;deep;narrow;fertile;hidden;scenic;mountainous;green;remote;peaceful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Places,valley,lush;deep;fertile;hidden;narrow;scenic;foggy;green;remote;winding
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Places,valley,lush;deep;narrow;fertile;scenic;hidden;mountainous;green;dry;peaceful
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Places,village,quaint;rural;small;peaceful;ancient;coastal;bustling;isolated;charming;forgotten
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,village,quaint;rural;small;peaceful;ancient;coastal;isolated;bustling;traditional;charming
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Places,village,quaint;rural;small;coastal;ancient;peaceful;isolated;bustling;traditional;charming
grok-3-mini,english-monolingual,0.0,PS # Pashto,C2,most frequent,Places,village,quaint;rural;peaceful;ancient;coastal;bustling;isolated;charming;small;traditional
grok-3-mini,english-monolingual,0.0,PS # Pashto,Perfect,most frequent,Places,village,quaint;rural;small;coastal;ancient;peaceful;bustling;isolated;historic;charming
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Plants,cactus,spiky;desert;tall;green;flowering;hardy;small;exotic;prickly;drought-resistant
